ICD3;Name_deutsch;Name_englisch;Cluster
R29;Sonstige Symptome, die das Nervensystem und das Muskel-Skelett-System betreffen;Other symptoms and signs involving the nervous and musculoskeletal systems;1
R30;Schmerzen beim Wasserlassen;Pain associated with micturition;3
R31;Nicht näher bezeichnete Hämaturie;Hematuria;1
R32;Nicht näher bezeichnete Harninkontinenz;Unspecified urinary incontinence;1
R33;Harnverhaltung;Retention of urine;1
R34;Anurie und Oligurie;Anuria and oliguria;4
R35;Polyurie;Polyuria;3
R36;Ausfluss aus der Harnröhre;Urethral discharge;1
R37;;Sexual dysfunction, unspecified;
R39;Sonstige Symptome, die das Harnsystem betreffen;Other and unspecified symptoms and signs involving the genitourinary system;1
R40;Somnolenz, Sopor und Koma;Somnolence, stupor and coma;1
R41;Sonstige Symptome, die das Erkennungsvermögen und das Bewusstsein betreffen;Other symptoms and signs involving cognitive functions and awareness;1
R42;Schwindel und Taumel;Dizziness and giddiness;1
R43;Störungen des Geruchs- und Geschmackssinnes;Disturbances of smell and taste;4
R44;Sonstige Symptome, die die Sinneswahrnehmungen und das Wahrnehmungsvermögen betreffen;Other symptoms and signs involving general sensations and perceptions;0
R45;Symptome, die die Stimmung betreffen;Symptoms and signs involving emotional state;3
R46;Symptome, die das äußere Erscheinungsbild und das Verhalten betreffen;Symptoms and signs involving appearance and behavior;0
R47;Sprech- und Sprachstörungen, anderenorts nicht klassifiziert;Speech disturbances, not elsewhere classified;1
R48;Dyslexie und sonstige Werkzeugstörungen, anderenorts nicht klassifiziert;Dyslexia and other symbolic dysfunctions, not elsewhere classified;0
R49;Störungen der Stimme;Voice and resonance disorders;3
R50;Fieber sonstiger und unbekannter Ursache;Fever of other and unknown origin;0
R51;Kopfschmerz;Headache;3
R52;Schmerz, anderenorts nicht klassifiziert;Pain, unspecified;3
R53;Unwohlsein und Ermüdung;Malaise and fatigue;3
R54;Senilität;Age-related physical debility;1
R55;Synkope und Kollaps;Syncope and collapse;1
R56;Krämpfe, anderenorts nicht klassifiziert;Convulsions, not elsewhere classified;4
R57;Schock, anderenorts nicht klassifiziert;Shock, not elsewhere classified;1
R58;Blutung, anderenorts nicht klassifiziert;Hemorrhage, not elsewhere classified;4
R59;Lymphknotenvergrößerung;Enlarged lymph nodes;0
R60;Ödem, anderenorts nicht klassifiziert;Edema, not elsewhere classified;1
R61;Hyperhidrose;Generalized hyperhidrosis;3
R62;Ausbleiben der erwarteten normalen physiologischen Entwicklung;Lack of expected normal physiological development in childhood and adults;0
R63;Symptome, die die Nahrungs- und Flüssigkeitsaufnahme betreffen;Symptoms and signs concerning food and fluid intake;1
R64;Kachexie;Cachexia;1
R65;Systemisches inflammatorisches Response-Syndrom [SIRS];Symptoms and signs specifically associated with systemic inflammation and infection;1
R68;Sonstige Allgemeinsymptome;Other general symptoms and signs;4
R69;Unbekannte und nicht näher bezeichnete Krankheitsursachen;Illness, unspecified;4
R70;Beschleunigte Blutkörperchensenkungsreaktion und Veränderungen der Plasmaviskosität;Elevated erythrocyte sedimentation rate and abnormality of plasma viscosity;4
R71;Veränderung der Erythrozyten;Abnormality of red blood cells;0
R72;Veränderung der Leukozyten, anderenorts nicht klassifiziert;Abnormality of white blood cells, not elsewhere classified;4
R73;Erhöhter Blutglukosewert;Elevated blood glucose level;1
R74;Abnorme Serumenzymwerte;Abnormal serum enzyme levels;4
R75;Laborhinweis auf Humanes Immundefizienz-Virus [HIV];Inconclusive laboratory evidence of human immunodeficiency virus [HIV];0
R76;Sonstige abnorme immunologische Serumbefunde;Other abnormal immunological findings in serum;4
R77;Sonstige Veränderungen der Plasmaproteine;Other abnormalities of plasma proteins;4
R78;Nachweis von Drogen und anderen Substanzen, die normalerweise nicht im Blut vorhanden sind;Findings of drugs and other substances, not normally found in blood;1
R79;Sonstige abnorme Befunde der Blutchemie;Other abnormal findings of blood chemistry;4
R80;Isolierte Proteinurie;Proteinuria;1
R81;Glukosurie;Glycosuria;4
R82;Sonstige abnorme Urinbefunde;Other and unspecified abnormal findings in urine;0
R83;Abnorme Liquorbefunde;Abnormal findings in cerebrospinal fluid;4
R84;Abnorme Befunde in Untersuchungsmaterialien aus Atemwegen und Thorax;Abnormal findings in specimens from respiratory organs and thorax;4
R85;Abnorme Befunde in Untersuchungsmaterialien aus Verdauungsorganen und Bauchhöhle;Abnormal findings in specimens from digestive organs and abdominal cavity;4
R86;Abnorme Befunde in Untersuchungsmaterialien aus den männlichen Genitalorganen;Abnormal findings in specimens from male genital organs;4
R87;Abnorme Befunde in Untersuchungsmaterialien aus den weiblichen Genitalorganen;Abnormal findings in specimens from female genital organs;4
R88;;Abnormal findings in other body fluids and substances;
R89;Abnorme Befunde in Untersuchungsmaterialien aus anderen Körperorganen, -systemen und -geweben;Abnormal findings in specimens from other organs, systems and tissues;
R90;Abnorme Befunde bei der bildgebenden Diagnostik des Zentralnervensystems;Abnormal findings on diagnostic imaging of central nervous system;4
R91;Abnorme Befunde bei der bildgebenden Diagnostik der Lunge;Abnormal findings on diagnostic imaging of lung;4
R92;Abnorme Befunde bei der bildgebenden Diagnostik der Mamma [Brustdrüse];Abnormal and inconclusive findings on diagnostic imaging of breast;3
R93;Abnorme Befunde bei der bildgebenden Diagnostik sonstiger Körperstrukturen;Abnormal findings on diagnostic imaging of other body structures;4
R94;Abnorme Ergebnisse von Funktionsprüfungen;Abnormal results of function studies;0
R95;Plötzlicher Kindstod;Sudden infant death syndrome;
R96;Sonstiger plötzlicher Tod unbekannter Ursache;Other sudden death, cause unknown;4
R97;;Abnormal tumor markers;
R98;Tod ohne Anwesenheit anderer Personen;Unattended death;
R99;Sonstige ungenau oder nicht näher bezeichnete Todesursachen;Ill-defined and unknown cause of mortality;1
S00;Oberflächliche Verletzung des Kopfes;Superficial injury of head;1
S01;Offene Wunde des Kopfes;Open wound of head;0
S02;Fraktur des Schädels und der Gesichtsschädelknochen;Fracture of skull and facial bones;0
S03;Luxation, Verstauchung und Zerrung von Gelenken und Bändern des Kopfes;Dislocation and sprain of joints and ligaments of head;0
S04;Verletzung von Hirnnerven;Injury of cranial nerve;4
S05;Verletzung des Auges und der Orbita;Injury of eye and orbit;4
S06;Intrakranielle Verletzung;Intracranial injury;1
S07;Zerquetschung des Kopfes;Crushing injury of head;4
S08;Traumatische Amputation von Teilen des Kopfes;Avulsion and traumatic amputation of part of head;
S09;Sonstige und nicht näher bezeichnete Verletzungen des Kopfes;Other and unspecified injuries of head;4
S10;Oberflächliche Verletzung des Halses;Superficial injury of neck;4
S11;Offene Wunde des Halses;Open wound of neck;4
S12;Fraktur im Bereich des Halses;Fracture of cervical vertebra and other parts of neck;4
S13;Luxation, Verstauchung und Zerrung von Gelenken und Bändern in Halshöhe;Dislocation and sprain of joints and ligaments at neck level;4
S14;Verletzung der Nerven und des Rückenmarkes in Halshöhe;Injury of nerves and spinal cord at neck level;
S15;Verletzung von Blutgefäßen in Halshöhe;Injury of blood vessels at neck level;1
S16;Verletzung von Muskeln und Sehnen in Halshöhe;Injury of muscle, fascia and tendon at neck level;0
S17;Zerquetschung des Halses;Crushing injury of neck;
S18;Traumatische Amputation in Halshöhe;Traumatic amputation at neck level;
S19;Sonstige und nicht näher bezeichnete Verletzungen des Halses;Other specified and unspecified injuries of neck;1
S20;Oberflächliche Verletzung des Thorax;Superficial injury of thorax;1
S21;Offene Wunde des Thorax;Open wound of thorax;4
S22;Fraktur der Rippe(n), des Sternums und der Brustwirbelsäule;Fracture of rib(s), sternum and thoracic spine;1
S23;Luxation, Verstauchung und Zerrung von Gelenken und Bändern im Bereich des Thorax;Dislocation and sprain of joints and ligaments of thorax;4
S24;Verletzung der Nerven und des Rückenmarkes in Thoraxhöhe;Injury of nerves and spinal cord at thorax level;4
S25;Verletzung von Blutgefäßen des Thorax;Injury of blood vessels of thorax;
S26;Verletzung des Herzens;Injury of heart;1
S27;Verletzung sonstiger und nicht näher bezeichneter intrathorakaler Organe;Injury of other and unspecified intrathoracic organs;4
S28;Zerquetschung des Thorax und traumatische Amputation von Teilen des Thorax;Crushing injury of thorax, and traumatic amputation of part of thorax;
S29;Sonstige und nicht näher bezeichnete Verletzungen des Thorax;Other and unspecified injuries of thorax;4
S30;Oberflächliche Verletzung des Abdomens, der Lumbosakralgegend und des Beckens;Superficial injury of abdomen, lower back, pelvis and external genitals;1
S31;Offene Wunde des Abdomens, der Lumbosakralgegend und des Beckens;Open wound of abdomen, lower back, pelvis and external genitals;4
S32;Fraktur der Lendenwirbelsäule und des Beckens;Fracture of lumbar spine and pelvis;1
S33;Luxation, Verstauchung und Zerrung von Gelenken und Bändern der Lendenwirbelsäule und des Beckens;Dislocation and sprain of joints and ligaments of lumbar spine and pelvis;4
S34;Verletzung der Nerven und des lumbalen Rückenmarkes in Höhe des Abdomens, der Lumbosakralgegend und des Beckens;Injury of lumbar and sacral spinal cord and nerves at abdomen, lower back and pelvis level;
S35;Verletzung von Blutgefäßen in Höhe des Abdomens, der Lumbosakralgegend und des Beckens;Injury of blood vessels at abdomen, lower back and pelvis level;
S36;Verletzung von intraabdominalen Organen;Injury of intra-abdominal organs;4
S37;Verletzung der Harnorgane und der Beckenorgane;Injury of urinary and pelvic organs;4
S38;Zerquetschung und traumatische Amputation von Teilen des Abdomens, der Lumbosakralgegend und des Beckens;Crushing injury and traumatic amputation of abdomen, lower back, pelvis and external genitals;0
S39;Sonstige und nicht näher bezeichnete Verletzungen des Abdomens, der Lumbosakralgegend und des Beckens;Other and unspecified injuries of abdomen, lower back, pelvis and external genitals;4
S40;Oberflächliche Verletzung der Schulter und des Oberarmes;Superficial injury of shoulder and upper arm;1
S41;Offene Wunde der Schulter und des Oberarmes;Open wound of shoulder and upper arm;4
S42;Fraktur im Bereich der Schulter und des Oberarmes;Fracture of shoulder and upper arm;4
S43;Luxation, Verstauchung und Zerrung von Gelenken und Bändern des Schultergürtels;Dislocation and sprain of joints and ligaments of shoulder girdle;4
S44;Verletzung von Nerven in Höhe der Schulter und des Oberarmes;Injury of nerves at shoulder and upper arm level;4
S45;Verletzung von Blutgefäßen in Höhe der Schulter und des Oberarmes;Injury of blood vessels at shoulder and upper arm level;
S46;Verletzung von Muskeln und Sehnen in Höhe der Schulter und des Oberarmes;Injury of muscle, fascia and tendon at shoulder and upper arm level;4
S47;Zerquetschung der Schulter und des Oberarmes;Crushing injury of shoulder and upper arm;
S48;Traumatische Amputation an Schulter und Oberarm;Traumatic amputation of shoulder and upper arm;
S49;Sonstige und nicht näher bezeichnete Verletzungen der Schulter und des Oberarmes;Other and unspecified injuries of shoulder and upper arm;4
S50;Oberflächliche Verletzung des Unterarmes;Superficial injury of elbow and forearm;1
S51;Offene Wunde des Unterarmes;Open wound of elbow and forearm;1
S52;Fraktur des Unterarmes;Fracture of forearm;4
S53;Luxation, Verstauchung und Zerrung des Ellenbogengelenkes und von Bändern des Ellenbogens;Dislocation and sprain of joints and ligaments of elbow;4
S54;Verletzung von Nerven in Höhe des Unterarmes;Injury of nerves at forearm level;3
S55;Verletzung von Blutgefäßen in Höhe des Unterarmes;Injury of blood vessels at forearm level;
S56;Verletzung von Muskeln und Sehnen in Höhe des Unterarmes;Injury of muscle, fascia and tendon at forearm level;4
S57;Zerquetschung des Unterarmes;Crushing injury of elbow and forearm;
S58;Traumatische Amputation am Unterarm;Traumatic amputation of elbow and forearm;4
S59;Sonstige und nicht näher bezeichnete Verletzungen des Unterarmes;Other and unspecified injuries of elbow and forearm;4
S60;Oberflächliche Verletzung des Handgelenkes und der Hand;Superficial injury of wrist, hand and fingers;0
S61;Offene Wunde des Handgelenkes und der Hand;Open wound of wrist, hand and fingers;4
S62;Fraktur im Bereich des Handgelenkes und der Hand;Fracture at wrist and hand level;4
S63;Luxation, Verstauchung und Zerrung von Gelenken und Bändern in Höhe desHandgelenkes und der Hand;Dislocation and sprain of joints and ligaments at wrist and hand level;0
S64;Verletzung von Nerven in Höhe des Handgelenkes und der Hand;Injury of nerves at wrist and hand level;4
S65;Verletzung von Blutgefäßen in Höhe des Handgelenkes und der Hand;Injury of blood vessels at wrist and hand level;3
S66;Verletzung von Muskeln und Sehnen in Höhe des Handgelenkes und der Hand;Injury of muscle, fascia and tendon at wrist and hand level;4
S67;Zerquetschung des Handgelenkes und der Hand;Crushing injury of wrist, hand and fingers;0
S68;Traumatische Amputation an Handgelenk und Hand;Traumatic amputation of wrist, hand and fingers;4
S69;Sonstige und nicht näher bezeichnete Verletzungen des Handgelenkes und der Hand;Other and unspecified injuries of wrist, hand and finger(s);4
S70;Oberflächliche Verletzung der Hüfte und des Oberschenkels;Superficial injury of hip and thigh;1
S71;Offene Wunde der Hüfte und des Oberschenkels;Open wound of hip and thigh;1
S72;Fraktur des Femurs;Fracture of femur;1
S73;Luxation, Verstauchung und Zerrung des Hüftgelenkes und von Bändern derHüfte;Dislocation and sprain of joint and ligaments of hip;4
S74;Verletzung von Nerven in Höhe der Hüfte und des Oberschenkels;Injury of nerves at hip and thigh level;1
S75;Verletzung von Blutgefäßen in Höhe der Hüfte und des Oberschenkels;Injury of blood vessels at hip and thigh level;
